CaseID,Opened,Closed,Updated,Status,Status Notes,Responsible Agency,Category,Request Type,Request Details,Address,Street,Supervisor District,Neighborhood,Police District,Latitude,Longitude,Point,Source,Media URL
11928963,01/11/2020 01:28:39 AM,01/11/2020 01:36:00 AM,01/11/2020 01:36:00 AM,Closed,"Comment Noted - If in progress, please contact SFPD non emergency at 415-553-0123",311 Supervisor Queue,Noise Report,Noise Issue,Other,"3440 20TH ST, SAN FRANCISCO, CA, 94110",20TH ST,9,Mission,MISSION,37.758890572039,-122.417776202897,"(37.75889057, -122.4177762)",Mobile/Open311,
11930984,01/11/2020 01:40:09 PM,01/11/2020 01:50:00 PM,01/11/2020 01:50:00 PM,Closed,Comment Noted,311 Supervisor Queue,Noise Report,Noise Issue,Other,Intersection of MISSION ST and SILVER AVE,MISSION ST,11,Mission Terrace,INGLESIDE,37.728664646683,-122.43127472705,"(37.72866465, -122.43127473)",Mobile/Open311,
11932165,01/11/2020 09:17:36 PM,01/11/2020 09:24:00 PM,01/11/2020 09:24:00 PM,Closed,"Case is Invalid - For noise complaints, please contact Non Emergency SFPD at 415-553-0123.",311 Supervisor Queue,Noise Report,Noise Issue,Other,"2845 PIERCE ST, SAN FRANCISCO, CA, 94123",PIERCE ST,2,Cow Hollow,NORTHERN,37.796304270248,-122.438967005794,"(37.79630427, -122.43896701)",Mobile/Open311,
11935147,01/12/2020 05:16:19 PM,01/13/2020 06:00:51 AM,01/13/2020 06:00:51 AM,Closed,Accepted - Noise informational reports are closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,"690 PANORAMA DR, SAN FRANCISCO, CA, 94131",PANORAMA DR,7,Clarendon Heights,PARK,37.753681182861,-122.452476501465,"(37.75368118, -122.4524765)",Web,
11944731,01/14/2020 03:31:00 PM,01/15/2020 02:35:23 PM,01/15/2020 02:35:23 PM,Closed,"Encampment Removed
No encampment",Duplicate Case Hold Queue,Noise Report,Noise Issue,Other,"Sgt. John Macaulay Park, , SAN FRANCISCO, CA, 94109",Sgt. John Macaulay Park,6,Tenderloin,TENDERLOIN,37.785369548982,-122.418483467887,"(37.78536955, -122.41848347)",Mobile/Open311,
11946519,01/15/2020 07:33:00 AM,01/15/2020 02:35:23 PM,01/15/2020 02:35:23 PM,Closed,"Encampment Removed
No encampment",Duplicate Case Hold Queue,Noise Report,Noise Issue,Other,"835 LARKIN ST, SAN FRANCISCO, CA, 94109",LARKIN ST,6,Tenderloin,TENDERLOIN,37.785600448716,-122.418347925125,"(37.78560045, -122.41834793)",Mobile/Open311,
11874904,12/30/2019 08:37:00 AM,01/02/2020 08:07:00 AM,01/02/2020 08:07:00 AM,Closed,Case is Invalid - These service requests are not monitored in real time. If you feel this is a safety issue please call 911.,Police - Homeless Concerns Queue,Noise Report,Noise Issue,Other,"1504 FILLMORE ST, SAN FRANCISCO, CA, 94115",FILLMORE ST,5,Japantown,NORTHERN,37.783546666667,-122.43187,"(37.78354667, -122.43187)",Mobile/Open311,
11899473,01/04/2020 02:30:54 PM,01/05/2020 06:00:24 AM,01/05/2020 06:00:24 AM,Closed,Accepted - Noise informational reports are closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,"390 PAGE ST, SAN FRANCISCO, CA, 94102",PAGE ST,5,Lower Haight,NORTHERN,37.773586273193,-122.427177429199,"(37.77358627, -122.42717743)",Web,
11900263,01/04/2020 05:18:00 PM,01/06/2020 06:55:00 AM,01/06/2020 06:55:00 AM,Closed,Comment Noted - Call SFPD 553 0123 for a noise complaint,HSOC Queue,Noise Report,Noise Issue,Other,"368 ELM ST, SAN FRANCISCO, CA, 94102",ELM ST,5,Cathedral Hill,NORTHERN,37.78114296133,-122.423295537627,"(37.78114296, -122.42329554)",Mobile/Open311,
11901093,01/05/2020 04:19:10 AM,01/05/2020 04:38:00 AM,01/05/2020 04:38:00 AM,Closed,Comment Noted - Please contact police non-emergency at 415-553-0123 to report concern of individual(s) or illegal activity or call 3-1-1 for assistance.,311 Supervisor Queue,Noise Report,Noise Issue,Other,"1 SUMNER ST, SAN FRANCISCO, CA, 94103",SUMNER ST,6,South of Market,SOUTHERN,37.77642581,-122.41066642,"(37.77642581, -122.41066642)",Mobile/Open311,
11901126,01/05/2020 06:14:44 AM,01/06/2020 06:00:32 AM,01/06/2020 06:00:32 AM,Closed,Accepted - Noise informational reports are closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,"2949 DIVISADERO ST, SAN FRANCISCO, CA, 94123",DIVISADERO ST,2,Cow Hollow,NORTHERN,37.796886444092,-122.4423828125,"(37.79688644, -122.44238281)",Web,
11884045,01/01/2020 12:20:55 AM,01/02/2020 06:00:37 AM,01/02/2020 06:00:37 AM,Closed,Accepted - Noise informational reports are closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,Not associated with a specific address,,,,,0,0,"(0.0, 0.0)",Web,
11884244,01/01/2020 04:05:23 AM,01/02/2020 06:00:37 AM,01/02/2020 06:00:37 AM,Closed,Accepted - Noise informational reports are closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,"127 OLYMPIA WAY, SAN FRANCISCO, CA, 94131",OLYMPIA WAY,7,Midtown Terrace,PARK,37.751075744629,-122.453636169434,"(37.75107574, -122.45363617)",Web,
11884245,01/01/2020 04:05:00 AM,01/02/2020 06:00:37 AM,01/02/2020 06:00:37 AM,Closed,Accepted - Noise informational reports are closed and summarized for department use.,Noise Report Queue,Noise Report,Noise Issue,Other,"223 CLIPPER ST, SAN FRANCISCO, CA, 94114",CLIPPER ST,8,Noe Valley,MISSION,37.7488415,-122.4306258,"(37.7488415, -122.4306258)",Mobile/Open311,
11903896,01/05/2020 08:50:00 PM,01/06/2020 06:00:32 AM,01/06/2020 06:00:32 AM,Closed,Accepted - Noise informational reports are closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,"2451 SACRAMENTO ST, SAN FRANCISCO, CA, 94115",SACRAMENTO ST,2,Pacific Heights,NORTHERN,37.789657592773,-122.433288574219,"(37.78965759, -122.43328857)",Phone,
11904088,01/06/2020 02:14:00 AM,01/07/2020 06:00:41 AM,01/07/2020 06:00:41 AM,Closed,Accepted - Noise informational reports are closed and summarized for department use.,Noise Report Queue,Noise Report,Noise Issue,Other,"180 AUSTIN ST, SAN FRANCISCO, CA, 94109",AUSTIN ST,3,Lower Nob Hill,NORTHERN,37.789024122223,-122.421680089452,"(37.78902412, -122.42168009)",Mobile/Open311,
9201337,06/29/2018 04:48:42 AM,06/30/2018 06:00:09 AM,06/30/2018 06:00:09 AM,Closed,Accepted - Noise informational reports are closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,"55 LYDIA AVE, SAN FRANCISCO, CA, 94124",LYDIA AVE,10,Bayview,BAYVIEW,37.727382659912,-122.397903442383,"(37.72738266, -122.39790344)",Web,
9201334,06/29/2018 04:45:52 AM,06/30/2018 06:00:07 AM,06/30/2018 06:00:07 AM,Closed,Accepted - Noise informational reports are closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,"55 LYDIA AVE, SAN FRANCISCO, CA, 94124",LYDIA AVE,10,Bayview,BAYVIEW,37.727382659912,-122.397903442383,"(37.72738266, -122.39790344)",Web,
9201331,06/29/2018 04:39:00 AM,06/30/2018 06:00:07 AM,06/30/2018 06:00:07 AM,Closed,Accepted - Noise informational reports are closed and summarized for department use.,Noise Report Queue,Noise Report,Noise Issue,Other,"61 LYDIA AVE, SAN FRANCISCO, CA, 94124",LYDIA AVE,10,Bayview,BAYVIEW,37.7273109,-122.3982856,"(37.7273109, -122.3982856)",Web,
11963793,01/19/2020 01:48:12 AM,01/20/2020 06:00:21 AM,01/20/2020 06:00:21 AM,Closed,Accepted - Noise informational reports are closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,"456 WILDE AVE, SAN FRANCISCO, CA, 94134",WILDE AVE,10,Visitacion Valley,INGLESIDE,37.717666625977,-122.406356811523,"(37.71766663, -122.40635681)",Web,
9201037,06/28/2018 09:39:00 PM,06/29/2018 06:00:03 AM,06/29/2018 06:00:03 AM,Closed,Accepted - Noise informational reports are closed and summarized for department use.,Noise Report Queue,Noise Report,Noise Issue,Other,"475 VAN NESS AVE, SAN FRANCISCO, CA, 94102",VAN NESS AVE,5,Civic Center,NORTHERN,37.7797,-122.42,"(37.7797, -122.42)",Mobile/Open311,
9200966,06/28/2018 09:00:37 PM,06/28/2018 09:02:00 PM,06/28/2018 09:02:00 PM,Closed,Case is Invalid - Please contact SFPD 415-553-0123,311 Supervisor Queue,Noise Report,Noise Issue,Other,"130 LANGTON ST, SAN FRANCISCO, CA, 94103",LANGTON ST,6,South of Market,SOUTHERN,37.775896666667,-122.407805,"(37.77589667, -122.407805)",Mobile/Open311,
11914748,01/08/2020 07:02:32 AM,01/09/2020 06:00:14 AM,01/09/2020 06:00:14 AM,Closed,Accepted - Noise informational reports are closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,Not associated with a specific address,,,,,0,0,"(0.0, 0.0)",Web,
9200789,06/28/2018 07:38:49 PM,06/28/2018 07:40:00 PM,06/28/2018 07:40:00 PM,Closed,Comment Noted -  Please contact SFPD @ 415-553-0123 while incident is occurring. SFPD  will need more information then provided on SR. Thank you.,311 Supervisor Queue,Noise Report,Noise Issue,Other,"50 BELLE AVE, SAN FRANCISCO, CA, 94132",BELLE AVE,7,Merced Heights,TARAVAL,37.708968952492,-122.469851249909,"(37.70896895, -122.46985125)",Mobile/Open311,
11891895,01/02/2020 07:37:43 PM,01/03/2020 06:00:45 AM,01/03/2020 06:00:45 AM,Closed,Accepted - Noise informational reports are closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,Not associated with a specific address,,,,,0,0,"(0.0, 0.0)",Web,
9200082,06/28/2018 04:52:48 PM,06/28/2018 05:19:00 PM,06/28/2018 05:19:00 PM,Closed,Case is a Duplicate,311 Supervisor Queue,Noise Report,Noise Issue,Other,Intersection of TAYLOR ST and POST ST,TAYLOR ST,3,Lower Nob Hill,CENTRAL,37.787917,-122.411785,"(37.787917, -122.411785)",Mobile/Open311,
9200067,06/28/2018 04:50:53 PM,06/28/2018 05:18:00 PM,06/28/2018 05:18:00 PM,Closed,Insufficient Information Provided - not enough info. please call 311 to describe the issue as it isnt apparent by just looking at the photo,311 Supervisor Queue,Noise Report,Noise Issue,Other,Intersection of TAYLOR ST and POST ST,TAYLOR ST,3,Lower Nob Hill,CENTRAL,37.787917,-122.411785,"(37.787917, -122.411785)",Mobile/Open311,
9199964,06/28/2018 04:28:24 PM,06/28/2018 04:38:00 PM,06/28/2018 04:38:00 PM,Closed,Comment Noted -  Please contact SFPD @ 415-553-0123 while incident is occurring. SFPD  will need more information then provided on SR. Thank you.,311 Supervisor Queue,Noise Report,Noise Issue,Other,"455 VALENCIA ST, SAN FRANCISCO, CA, 94103",VALENCIA ST,9,Mission,MISSION,37.765743,-122.421813,"(37.765743, -122.421813)",Mobile/Open311,
11744533,11/27/2019 12:27:04 PM,11/28/2019 06:00:37 AM,11/28/2019 06:00:37 AM,Closed,Accepted - Noise informational reports are closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,"115 HAIGHT ST, SAN FRANCISCO, CA, 94102",HAIGHT ST,5,Mint Hill,NORTHERN,37.772769927979,-122.42423248291,"(37.77276993, -122.42423248)",Web,
11945811,01/14/2020 08:16:00 PM,01/21/2020 10:36:47 AM,01/21/2020 10:36:47 AM,Closed,"Encampment Removed
Encampment Cleared from sidewalk.",Duplicate Case Hold Queue,Noise Report,Noise Issue,Other,"21 COLUMBIA SQUARE ST, SAN FRANCISCO, CA, 94103",COLUMBIA SQUARE ST,6,South of Market,SOUTHERN,37.777623862087,-122.406200926293,"(37.77762386, -122.40620093)",Mobile/Open311,
11073748,07/01/2019 09:52:00 PM,07/01/2019 10:05:00 PM,07/01/2019 10:05:00 PM,Closed,"Comment Noted - If in progress, please contact SFPD non emergency at 415-553-0123",311 Supervisor Queue,Noise Report,Noise Issue,Other,"4117 NORIEGA ST, SAN FRANCISCO, CA, 94122",NORIEGA ST,4,Outer Sunset,TARAVAL,37.752654063271,-122.507675006001,"(37.75265406, -122.50767501)",Mobile/Open311,
11929051,01/11/2020 05:53:32 AM,01/12/2020 06:00:43 AM,01/12/2020 06:00:43 AM,Closed,Accepted - Noise informational reports are closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,"1036 MISSION ST, SAN FRANCISCO, CA, 94103",MISSION ST,6,South of Market,SOUTHERN,37.780349731445,-122.409591674805,"(37.78034973, -122.40959167)",Web,
11929250,01/11/2020 07:59:00 AM,01/12/2020 06:00:44 AM,01/12/2020 06:00:44 AM,Closed,Accepted - Noise informational reports are closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,"2949 DIVISADERO ST, SAN FRANCISCO, CA, 94123",DIVISADERO ST,2,Cow Hollow,NORTHERN,37.796886444092,-122.4423828125,"(37.79688644, -122.44238281)",Web,
11931834,01/11/2020 06:16:40 PM,01/12/2020 06:00:45 AM,01/12/2020 06:00:45 AM,Closed,Accepted - Noise informational reports are closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,Not associated with a specific address,,,,,0,0,"(0.0, 0.0)",Web,
11932188,01/11/2020 09:28:00 PM,01/12/2020 06:00:45 AM,01/12/2020 06:00:45 AM,Closed,Accepted - Noise informational reports are closed and summarized for department use.,Noise Report Queue,Noise Report,Noise Issue,Other,"2845 PIERCE ST, SAN FRANCISCO, CA, 94123",PIERCE ST,2,Cow Hollow,NORTHERN,37.79628835305,-122.43902892708,"(37.79628835, -122.43902893)",Mobile/Open311,
11932193,01/11/2020 09:33:00 PM,01/12/2020 06:00:45 AM,01/12/2020 06:00:45 AM,Closed,Accepted - Noise informational reports are closed and summarized for department use.,Noise Report Queue,Noise Report,Noise Issue,Other,"2845 PIERCE ST, SAN FRANCISCO, CA, 94123",PIERCE ST,2,Cow Hollow,NORTHERN,37.796303356451,-122.438977985583,"(37.79630336, -122.43897799)",Mobile/Open311,
11932197,01/11/2020 09:36:21 PM,01/12/2020 06:00:45 AM,01/12/2020 06:00:45 AM,Closed,Accepted - Noise informational reports are closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,"410 STEINER ST, SAN FRANCISCO, CA, 94117",STEINER ST,5,Lower Haight,NORTHERN,37.773197174072,-122.432197570801,"(37.77319717, -122.43219757)",Web,
11932268,01/11/2020 10:18:00 PM,01/12/2020 06:00:45 AM,01/12/2020 06:00:45 AM,Closed,Accepted - Noise informational reports are closed and summarized for department use.,Noise Report Queue,Noise Report,Noise Issue,Other,Intersection of ALBION ST and 16TH ST,ALBION ST,8,Mission Dolores,MISSION,37.76479596,-122.42280442,"(37.76479596, -122.42280442)",Mobile/Open311,
11932291,01/11/2020 10:44:00 PM,01/12/2020 06:00:45 AM,01/12/2020 06:00:45 AM,Closed,Accepted - Noise informational reports are closed and summarized for department use.,Noise Report Queue,Noise Report,Noise Issue,Other,"919 CAPP ST, SAN FRANCISCO, CA, 94110",CAPP ST,9,Mission,MISSION,37.751928707986,-122.41707969267,"(37.75192871, -122.41707969)",Mobile/Open311,
11693816,11/15/2019 02:03:53 PM,11/15/2019 02:27:00 PM,11/15/2019 02:27:00 PM,Closed,Comment Noted,311 Supervisor Queue,Noise Report,Noise Issue,Other,"532 STEINER ST, SAN FRANCISCO, CA, 94117",STEINER ST,5,Lower Haight,NORTHERN,37.774260970799,-122.432196596751,"(37.77426097, -122.4321966)",Mobile/Open311,
12091215,02/16/2020 09:22:00 AM,02/16/2020 09:25:00 AM,02/16/2020 09:25:00 AM,Closed,Case is a Duplicate,RPD Park Patrol Queue,Noise Report,Noise Issue,Other,"Sue Bierman Park, SAN FRANCISCO, CA, 94111",Sue Bierman Park,3,Financial District,CENTRAL,37.795949302092,-122.396015524864,"(37.7959493, -122.39601552)",Mobile/Open311,
12052597,02/07/2020 12:10:00 PM,02/08/2020 06:00:36 AM,02/08/2020 06:00:36 AM,Closed,Accepted - Noise informational reports are closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,"4229 CESAR CHAVEZ ST, SAN FRANCISCO, CA, 94131",CESAR CHAVEZ ST,8,Noe Valley,MISSION,37.74719619751,-122.4345703125,"(37.7471962, -122.43457031)",Phone,
12052735,02/07/2020 12:36:05 PM,02/08/2020 06:00:37 AM,02/08/2020 06:00:37 AM,Closed,Accepted - Noise informational reports are closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,"354 BRADFORD ST, SAN FRANCISCO, CA, 94110",BRADFORD ST,9,Bernal Heights,INGLESIDE,37.737396240234,-122.409797668457,"(37.73739624, -122.40979767)",Web,
12055234,02/07/2020 10:32:00 PM,02/08/2020 06:00:37 AM,02/08/2020 06:00:37 AM,Closed,Accepted - Noise informational reports are closed and summarized for department use.,Noise Report Queue,Noise Report,Noise Issue,Other,"965 HAYES ST, SAN FRANCISCO, CA, 94117",HAYES ST,5,Alamo Square,NORTHERN,37.775390692157,-122.43209439717,"(37.77539069, -122.4320944)",Mobile/Open311,
12055238,02/07/2020 10:35:00 PM,02/08/2020 06:00:37 AM,02/08/2020 06:00:37 AM,Closed,Accepted - Noise informational reports are closed and summarized for department use.,Noise Report Queue,Noise Report,Noise Issue,Other,"69 BROSNAN ST, SAN FRANCISCO, CA, 94103",BROSNAN ST,8,Mission Dolores,MISSION,37.76853143,-122.42372006,"(37.76853143, -122.42372006)",Mobile/Open311,
12055246,02/07/2020 10:46:00 PM,02/08/2020 06:00:37 AM,02/08/2020 06:00:37 AM,Closed,Accepted - Noise informational reports are closed and summarized for department use.,Noise Report Queue,Noise Report,Noise Issue,Other,"512 2ND ST, SAN FRANCISCO, CA, 94107",2ND ST,6,South Beach,SOUTHERN,37.78257675821,-122.393587454007,"(37.78257676, -122.39358745)",Mobile/Open311,
12055262,02/07/2020 11:00:00 PM,02/08/2020 06:00:37 AM,02/08/2020 06:00:37 AM,Closed,Accepted - Noise informational reports are closed and summarized for department use.,Noise Report Queue,Noise Report,Noise Issue,Other,"965 HAYES ST, SAN FRANCISCO, CA, 94117",HAYES ST,5,Alamo Square,NORTHERN,37.775446839151,-122.432200196694,"(37.77544684, -122.4322002)",Mobile/Open311,
11950873,01/15/2020 10:11:00 PM,01/16/2020 06:00:46 AM,01/16/2020 06:00:46 AM,Closed,Accepted - Noise informational reports are closed and summarized for department use.,Noise Report Queue,Noise Report,Noise Issue,Other,"1949 OAK ST, SAN FRANCISCO, CA, 94117",OAK ST,5,Haight Ashbury,PARK,37.771308050741,-122.45135231655,"(37.77130805, -122.45135232)",Mobile/Open311,
678511,06/19/2010 09:59:27 PM,06/25/2010 08:44:24 AM,06/25/2010 08:44:24 AM,Closed,"Case Transferred - Noise Control Program, DPH
 Patrick Fosdahl Inspector
 415-252-3904",DPH - Environmental Health - G,Residential Building Request,Building - Noise_Caused_by_Building_Systems,Noise_Caused_by_Building_Systems,Intersection of CLARION ALY and MISSION ST,CLARION ALY,9,Mission,MISSION,37.763050079346,-122.419479370117,"(37.76305008, -122.41947937)",Web,
12058997,02/08/2020 09:51:52 PM,02/08/2020 09:58:00 PM,02/08/2020 09:58:00 PM,Closed,Case Transferred - See SR# 12059013,311 Supervisor Queue,Noise Report,Noise Issue,Other,"793 4TH ST, SAN FRANCISCO, CA, 94107",4TH ST,6,Mission Bay,SOUTHERN,37.776709733613,-122.393939705591,"(37.77670973, -122.39393971)",Mobile/Open311,
674853,06/14/2010 11:51:08 AM,06/25/2010 08:45:30 AM,06/25/2010 08:45:30 AM,Closed,"Case Transferred - Noise Control Program, DPH
 Patrick Fosdahl Inspector
 415-252-3904",DPH - Environmental Health - G,Residential Building Request,Building - Noise_Caused_by_Building_Systems,Noise_Caused_by_Building_Systems,Not associated with a specific address,,,,,0,0,"(0.0, 0.0)",Web,
11919334,01/09/2020 12:57:00 AM,01/10/2020 06:00:24 AM,01/10/2020 06:00:24 AM,Closed,Accepted - Noise informational reports are closed and summarized for department use.,Noise Report Queue,Noise Report,Noise Issue,Other,"291 FERN ST, SAN FRANCISCO, CA, 94109",FERN ST,2,Cathedral Hill,NORTHERN,37.78765373,-122.42329795,"(37.78765373, -122.42329795)",Mobile/Open311,
9196172,06/28/2018 12:42:00 AM,06/29/2018 06:00:02 AM,06/29/2018 06:00:02 AM,Closed,Accepted - Noise informational reports are closed and summarized for department use.,Noise Report Queue,Noise Report,Noise Issue,Other,"166 SAN CARLOS ST, SAN FRANCISCO, CA, 94110",SAN CARLOS ST,9,Mission,MISSION,37.760717,-122.420206,"(37.760717, -122.420206)",Mobile/Open311,
